yorum,cumle,aspect,sentiment
Çok hızlı kargoydu dün sipariş verdim bugün elimdeydi . Güzel notunuz için teşekkür ederim 🙏 . Kardeşim kullanıyor çok memnun kardeşimden dolayı aldım,çok hızlı kargoydu dün sipariş verdim bugün elimdeydi,kargo,pozitif
Çok hızlı kargoydu dün sipariş verdim bugün elimdeydi . Güzel notunuz için teşekkür ederim 🙏 . Kardeşim kullanıyor çok memnun kardeşimden dolayı aldım,kardeşim kullanıyor çok memnun kardeşimden dolayı aldım,fiyat,notr
merhaba ben umut bir şey diyicem tek şikayetim biraz geç geldi tabi kars uzak fakat bilgisayarımı çok sevdim casper a trendyola ve babama teşekkür ederim,merhaba ben umut bir şey diyicem tek şikayetim biraz geç geldi tabi kars uzak,kargo,notr
Ürün görseldeki gibi Fiyatı uygun çocuklar icin aldık kullanışlı uygun fiyata bilgisayar almayı düşününen için ideal tavsiye ederim.,ürün görseldeki gibi fiyatı uygun çocuklar icin aldık kullanışlı uygun fiyata bilgisayar almayı düşününen için ideal tavsiye ederim,fiyat,pozitif
5 yıldız koydum ki ilklerde oldun ama kesinlikle alınmaz paranıza yazık sürekli donuyor sürekli sesi gidiyor sürekli ısınıyor sürekli bağlantı hatası yani gerek,5 yıldız koydum ki ilklerde oldun,genel,pozitif
5 yıldız koydum ki ilklerde oldun ama kesinlikle alınmaz paranıza yazık sürekli donuyor sürekli sesi gidiyor sürekli ısınıyor sürekli bağlantı hatası yani gerek,kesinlikle alınmaz paranıza yazık sürekli donuyor sürekli sesi gidiyor sürekli ısınıyor sürekli bağlantı hatası yani gerek,fiyat,negatif
5 yıldız koydum ki ilklerde oldun ama kesinlikle alınmaz paranıza yazık sürekli donuyor sürekli sesi gidiyor sürekli ısınıyor sürekli bağlantı hatası yani gerek,kesinlikle alınmaz paranıza yazık sürekli donuyor sürekli sesi gidiyor sürekli ısınıyor sürekli bağlantı hatası yani gerek,ses_goruntu,negatif
Güzel beğendim,güzel beğendim,genel,pozitif
merhaba aldığım ürünün garantisine nasıl ulaşabilirim,merhaba aldığım ürünün garantisine nasıl ulaşabilirim,genel,notr
Ürün mükemmel çok hızlı kaliteli tasarım şık fıyatıda uygun,ürün mükemmel çok hızlı kaliteli tasarım şık fıyatıda uygun,kalite,pozitif
Ürün mükemmel çok hızlı kaliteli tasarım şık fıyatıda uygun,ürün mükemmel çok hızlı kaliteli tasarım şık fıyatıda uygun,fiyat,pozitif
sorunsuz tskler,sorunsuz tskler,genel,pozitif
mükkemmel bi bilgisayar 3 ay oldu alalı kullananlı daha pratik bişi isterseniz daha küçük boyutlu veya tablet bakabilirsiniz ama bu mükemmel 1 yıl oldu kullanıy,mükkemmel bi bilgisayar 3 ay oldu alalı kullananlı daha pratik bişi isterseniz daha küçük boyutlu veya tablet bakabilirsiniz,genel,notr
Fiyatına göre en iyisi,fiyatına göre en iyisi,fiyat,pozitif
Kargom geldi çok beğendik fiyat performans ürünü,kargom geldi çok beğendik fiyat performans ürünü,kargo,notr
Kargom geldi çok beğendik fiyat performans ürünü,kargom geldi çok beğendik fiyat performans ürünü,fiyat,notr
teşekkürler,teşekkürler,genel,notr
bilgisayar güzel paketli geldi kullandığımda guncellerim,bilgisayar güzel paketli geldi kullandığımda guncellerim,kargo,pozitif
bilgisayar güzel paketli geldi kullandığımda guncellerim,bilgisayar güzel paketli geldi kullandığımda guncellerim,ambalaj,pozitif
Çok iyi çok güzel,çok iyi çok güzel,genel,pozitif
yazı yazıyosunuz 10 saniye sonra gözüküyor ekranda videolar donuyor iade edeceğim 5 yıldız üstte görünsün diye veriyorum,yazı yazıyosunuz 10 saniye sonra gözüküyor ekranda videolar donuyor iade edeceğim 5 yıldız üstte görünsün diye veriyorum,ses_goruntu,negatif
Beğendim severek kullanıyorum,beğendim severek kullanıyorum,genel,pozitif
fiyat performans ürünü çok güzel iş için aldım,fiyat performans ürünü çok güzel iş için aldım,fiyat,pozitif
"casper kalitesi, görüntü, ses gayet iyi, beğendim, bundan önceki laptopumda casperdi","casper kalitesi, görüntü, ses gayet iyi, beğendim, bundan önceki laptopumda casperdi",kalite,pozitif
"casper kalitesi, görüntü, ses gayet iyi, beğendim, bundan önceki laptopumda casperdi","casper kalitesi, görüntü, ses gayet iyi, beğendim, bundan önceki laptopumda casperdi",ses_goruntu,pozitif
Sorunsuz geldi güzel ürün,sorunsuz geldi güzel ürün,kargo,pozitif
ders ve çalışma için 10 numara,ders ve çalışma için 10 numara,genel,pozitif
görüntü güzel ama arada kasıyor çok yüklenmeden arada kullanacağın bir ürün,arada kasıyor çok yüklenmeden arada kullanacağın bir ürün,genel,negatif
Tam bir fiyat performans ürünü.Ders çalışmak ve Office programlarını kullanmak için almıştım.İşimi görecek kalitede.,tam bir fiyat performans ürünü,fiyat,notr
Tam bir fiyat performans ürünü.Ders çalışmak ve Office programlarını kullanmak için almıştım.İşimi görecek kalitede.,işimi görecek kalitede,kalite,notr
arada sırada kasıyor,arada sırada kasıyor,genel,negatif
ben sunum için kullanıyorum işime yarıyor. büyüklüğü iyi,ben sunum için kullanıyorum işime yarıyor. büyüklüğü iyi,genel,pozitif
teşekkürler.  herşey yolunda 6 aydır kullanıyorum,teşekkürler. herşey yolunda 6 aydır kullanıyorum,genel,notr
"Tek kelime ile harika, kaplaması ambalajı, kargoya veriliş hızı mükemmel","tek kelime ile harika, kaplaması ambalajı, kargoya veriliş hızı mükemmel",kargo,pozitif
"Tek kelime ile harika, kaplaması ambalajı, kargoya veriliş hızı mükemmel","tek kelime ile harika, kaplaması ambalajı, kargoya veriliş hızı mükemmel",ambalaj,pozitif
oğlum için aldım çok güzel tavsiye ediyorum,oğlum için aldım çok güzel tavsiye ediyorum,fiyat,pozitif
çok memnum  iki üç aydır kullanıyorum tavsiye ederim ☺️,çok memnum iki üç aydır kullanıyorum tavsiye ederim,genel,pozitif
Mükkemel bir şey alın,mükkemel bir şey alın,genel,notr
Gayet güzel ve ideal bir genişliği var bi sıkıntısı çıkmadı şuana kadar tavsiye ederim🥰,gayet güzel ve ideal bir genişliği var bi sıkıntısı çıkmadı şuana kadar tavsiye ederim,genel,pozitif
cihazı alalı 20 gün oldu gerçekten cihaz çok güzel kullanışlı teşekkür ederim,cihazı alalı 20 gün oldu gerçekten cihaz çok güzel kullanışlı teşekkür ederim,genel,pozitif
Dün sabah sipariş verdim bugün geldi .Paketleme çok özenliydi.Kurulumu basitti. Beğendim tavsiye ederim.💯 Güncelleme: Ağustosta almıştım 4 ay geçti bir sorunla,dün sabah sipariş verdim bugün geldi,kargo,notr
Dün sabah sipariş verdim bugün geldi .Paketleme çok özenliydi.Kurulumu basitti. Beğendim tavsiye ederim.💯 Güncelleme: Ağustosta almıştım 4 ay geçti bir sorunla,paketleme çok özenliydi,ambalaj,notr
Dün sabah sipariş verdim bugün geldi .Paketleme çok özenliydi.Kurulumu basitti. Beğendim tavsiye ederim.💯 Güncelleme: Ağustosta almıştım 4 ay geçti bir sorunla,beğendim tavsiye ederim,genel,pozitif
çok beğendim fp ürünü,çok beğendim fp ürünü,genel,pozitif
ürünüm elime ulaştı gayet güzel ve kibar görseldeki gibi,ürünüm elime ulaştı gayet güzel ve kibar görseldeki gibi,kargo,pozitif
sağlam ve uygun fiyat teşekkürler,sağlam ve uygun fiyat teşekkürler,fiyat,pozitif
ben çok beğendim ilk bilgisayarım alabilirsiniz,ben çok beğendim ilk bilgisayarım alabilirsiniz,genel,pozitif
Casper markası zaten kendini kanıtlamış. öğrenciler için ideal pil ömrü fena değil . Fiyatına göre çok iyi.,öğrenciler için ideal pil ömrü fena değil,batarya,pozitif
Casper markası zaten kendini kanıtlamış. öğrenciler için ideal pil ömrü fena değil . Fiyatına göre çok iyi.,fiyatına göre çok iyi,fiyat,pozitif
Biraz yavaş ama fiyatına göre güzel,fiyatına göre güzel,fiyat,pozitif
ürün tam bir FP ürünü eğer öğrenciyseniz çok fazla oyun oynamayacaksanız işinizi görür kasma donma yapmıyor gayet hızlı bir şekilde çalışıyor 1 aya yakın kullan,ürün tam bir fp ürünü eğer öğrenciyseniz çok fazla oyun oynamayacaksanız işinizi görür kasma donma yapmıyor gayet hızlı bir şekilde çalışıyor 1 aya yakın kullan,genel,pozitif
ders çalismak için aldım gayet güzel çalışıyor memnunum,ders çalismak için aldım gayet güzel çalışıyor memnunum,fiyat,pozitif
ürün güzel iyi çalışıyor bir sıkıntı yok paketleme güzeldi,ürün güzel iyi çalışıyor bir sıkıntı yok paketleme güzeldi,ambalaj,pozitif
çok güzel çok beğendim,çok güzel çok beğendim,genel,pozitif
Yeni aldığım laptopu birkaç haftadır aktif olarak kullanıyorum ve deneyimlerimi paylaşmak istedim.  Öncelikle tasarım açısından oldukça şık ve modern bir görünü,yeni aldığım laptopu birkaç haftadır aktif olarak kullanıyorum ve deneyimlerimi paylaşmak istedim,genel,notr
Paketleme için teşekkür ediyorum.,paketleme için teşekkür ediyorum,ambalaj,notr
Ürün gerçekten çok iyi kullanışlı sorunsuz elime ulaştı,ürün gerçekten çok iyi kullanışlı sorunsuz elime ulaştı,kargo,pozitif
Harika.   Tavsiye ederim,tavsiye ederim,genel,pozitif
çok iyi bir bilgisayar çok memnun kaldım  alın aldırın bence,çok iyi bir bilgisayar çok memnun kaldım alın aldırın bence,fiyat,pozitif
Ürün en fazla dizi izlemek için kullanılır çok yavaş,ürün en fazla dizi izlemek için kullanılır çok yavaş,genel,negatif
kız kardeşime aldım tez yazarken eski bilgisayarı kasıyordu bu bişgisayar hem güzel hem kullanışlı,kız kardeşime aldım tez yazarken eski bilgisayarı kasıyordu bu bişgisayar hem güzel hem kullanışlı,fiyat,notr
ürün gerçekten iyi ders çalışmak için yeterli tavsiye ederim kız arkadaşıma aldım bı tane  bı kaç gün sonra kendime de Alicam,ürün gerçekten iyi ders çalışmak için yeterli tavsiye ederim kız arkadaşıma aldım bı tane bı kaç gün sonra kendime de alicam,fiyat,pozitif
çok güzel çok memnunuz,çok güzel çok memnunuz,genel,pozitif
çok güzel çok beğendim güzel çalışıyor,çok güzel çok beğendim güzel çalışıyor,genel,pozitif
kargo sorunsuz geldi sadece Microsoft oturum açmakta sıkıntı çektim şuanda çok iyi yks için aldım ders çalışmak icin,kargo sorunsuz geldi sadece microsoft oturum açmakta sıkıntı çektim şuanda çok iyi yks için aldım ders çalışmak icin,kargo,pozitif
kargo sorunsuz geldi sadece Microsoft oturum açmakta sıkıntı çektim şuanda çok iyi yks için aldım ders çalışmak icin,kargo sorunsuz geldi sadece microsoft oturum açmakta sıkıntı çektim şuanda çok iyi yks için aldım ders çalışmak icin,fiyat,pozitif
çok güzel çok hızlı tavsiye ederim,çok güzel çok hızlı tavsiye ederim,genel,pozitif
gercekten kaliteli ders icin aldim gayet iyi ürün,gercekten kaliteli ders icin aldim gayet iyi ürün,kalite,pozitif
fiyatına göre gayet kaliteli ekranı yeterli kurtarıcı bir laptop pişman etmedi 🙏🏻🌸,fiyatına göre gayet kaliteli ekranı yeterli kurtarıcı bir laptop pişman etmedi,kalite,pozitif
fiyatına göre gayet kaliteli ekranı yeterli kurtarıcı bir laptop pişman etmedi 🙏🏻🌸,fiyatına göre gayet kaliteli ekranı yeterli kurtarıcı bir laptop pişman etmedi,fiyat,pozitif
fiyatına göre gayet kaliteli ekranı yeterli kurtarıcı bir laptop pişman etmedi 🙏🏻🌸,fiyatına göre gayet kaliteli ekranı yeterli kurtarıcı bir laptop pişman etmedi,ses_goruntu,pozitif
"kesinlikle tavsiye ediyorum, çok güzel, beğendim elime çabuk ulaştı. teşekkürler","kesinlikle tavsiye ediyorum, çok güzel, beğendim elime çabuk ulaştı",kargo,pozitif
Ses kalitesi görüntü hızı mük çok tereddüt ederek aldım ama değer,ses kalitesi görüntü hızı mük çok tereddüt ederek aldım,kalite,notr
Ses kalitesi görüntü hızı mük çok tereddüt ederek aldım ama değer,ses kalitesi görüntü hızı mük çok tereddüt ederek aldım,fiyat,notr
Ses kalitesi görüntü hızı mük çok tereddüt ederek aldım ama değer,ses kalitesi görüntü hızı mük çok tereddüt ederek aldım,ses_goruntu,notr
Ses kalitesi görüntü hızı mük çok tereddüt ederek aldım ama değer,değer,genel,notr
çok güzel  kargo hizli ve özenliydi teşekkürler,çok güzel kargo hizli ve özenliydi teşekkürler,kargo,pozitif
ürün çok güzel paketlenmesi de iyiydi teşekkürler,ürün çok güzel paketlenmesi de iyiydi teşekkürler,ambalaj,pozitif
"Çok memnunum, maaşAllah fiyatina göre mükemmel.","çok memnunum, maaşallah fiyatina göre mükemmel",fiyat,pozitif
Beklediğim gibi gelmedi bilgisayar yarım saat çalışıyor kendi kendine kapanıyor ısınma dahi yok satıcı ilgisiz oyun dahi oynamadım 9000 lira verdik az para deği,beklediğim gibi gelmedi bilgisayar yarım saat çalışıyor kendi kendine kapanıyor ısınma dahi yok satıcı ilgisiz oyun dahi oynamadım 900 lira verdik az para deği,kalite,negatif
Beklediğim gibi gelmedi bilgisayar yarım saat çalışıyor kendi kendine kapanıyor ısınma dahi yok satıcı ilgisiz oyun dahi oynamadım 9000 lira verdik az para deği,beklediğim gibi gelmedi bilgisayar yarım saat çalışıyor kendi kendine kapanıyor ısınma dahi yok satıcı ilgisiz oyun dahi oynamadım 900 lira verdik az para deği,fiyat,negatif
Şimdilik bi sorunu yok,şimdilik bi sorunu yok,genel,negatif
5 mayıstan beni kulanıyorum hiçbir sorun yaşamadım şimdiye kadar tavsiye ederim  çok iyi bence 😊😊,5 mayıstan beni kulanıyorum hiçbir sorun yaşamadım şimdiye kadar tavsiye ederim çok iyi bence,genel,pozitif
Tam bir fiyat performans ürünü. Oldukça hızlı,tam bir fiyat performans ürünü,fiyat,notr
üründe sogutulacak bir havalandirma yok -  üründe ne hikmetse bütün fişler 1cm ara ile konmuş power fişi USB HDMI lari takmak çıkarmak sorun mm rik mesafede baş,üründe sogutulacak bir havalandirma yok - üründe ne hikmetse bütün fişler 1cm ara ile konmuş power fişi usb hdmı lari takmak çıkarmak sorun mm rik mesafede baş,genel,negatif
Kardeşime aldık gerçekten güzel bir ürün tam bir fiyat performans ürünü,kardeşime aldık gerçekten güzel bir ürün tam bir fiyat performans ürünü,fiyat,pozitif
ÜRÜN TAM ANLAMIYLA MÜKEMMEL SORUNSUZ GELDİ. KEYIFLE ALABİLİRSİNİZ SIKINTI YOK,ürün tam anlamıyla mükemmel sorunsuz geldi,kargo,pozitif
Fiyat performans ürünü 👌,fiyat performans ürünü,fiyat,notr
fiyat ve performans olarak gayet iyi orta segment oyunları kasmadan oynayabilirsiniz şarj süresi ortalama paketleme sorunsuzdu gönül rahatlığıyla alabilirsiniz,fiyat ve performans olarak gayet iyi orta segment oyunları kasmadan oynayabilirsiniz şarj süresi ortalama paketleme sorunsuzdu gönül rahatlığıyla alabilirsiniz,fiyat,pozitif
fiyat ve performans olarak gayet iyi orta segment oyunları kasmadan oynayabilirsiniz şarj süresi ortalama paketleme sorunsuzdu gönül rahatlığıyla alabilirsiniz,fiyat ve performans olarak gayet iyi orta segment oyunları kasmadan oynayabilirsiniz şarj süresi ortalama paketleme sorunsuzdu gönül rahatlığıyla alabilirsiniz,batarya,pozitif
fiyat ve performans olarak gayet iyi orta segment oyunları kasmadan oynayabilirsiniz şarj süresi ortalama paketleme sorunsuzdu gönül rahatlığıyla alabilirsiniz,fiyat ve performans olarak gayet iyi orta segment oyunları kasmadan oynayabilirsiniz şarj süresi ortalama paketleme sorunsuzdu gönül rahatlığıyla alabilirsiniz,ambalaj,pozitif
Çok beğendim,çok beğendim,genel,pozitif
mükemmel ürün,mükemmel ürün,genel,pozitif
Tam bir fiat ürünü,tam bir fiat ürünü,fiyat,notr
ürün çok çok hızlı ve çok güzel paketlenmiş  geldi tebrik ve teşekkür ediyorum ürünü henüz kullanmadım ama kalitesini biliyorum bu fiyata düşünmeden alın derim,ürün çok çok hızlı ve çok güzel paketlenmiş geldi tebrik ve teşekkür ediyorum ürünü henüz kullanmadım,kargo,pozitif
ürün çok çok hızlı ve çok güzel paketlenmiş  geldi tebrik ve teşekkür ediyorum ürünü henüz kullanmadım ama kalitesini biliyorum bu fiyata düşünmeden alın derim,ürün çok çok hızlı ve çok güzel paketlenmiş geldi tebrik ve teşekkür ediyorum ürünü henüz kullanmadım,ambalaj,pozitif
ürün çok çok hızlı ve çok güzel paketlenmiş  geldi tebrik ve teşekkür ediyorum ürünü henüz kullanmadım ama kalitesini biliyorum bu fiyata düşünmeden alın derim,kalitesini biliyorum bu fiyata düşünmeden alın derim,kalite,notr
ürün çok çok hızlı ve çok güzel paketlenmiş  geldi tebrik ve teşekkür ediyorum ürünü henüz kullanmadım ama kalitesini biliyorum bu fiyata düşünmeden alın derim,kalitesini biliyorum bu fiyata düşünmeden alın derim,fiyat,notr
